"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","LocationDisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"77426","2016","2016","2016","ID","Idaho","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","39.3","","","~","","","43.682630005","-114.363730042","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","16","","","",""
"77441","2016","2016","2016","IL","Illinois","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","24.4","","","~","","","40.485010283","-88.997710178","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","17","","","",""
"77456","2016","2016","2016","IN","Indiana","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","29.4","","","~","","","39.766910452","-86.149960194","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","18","","","",""
"77471","2016","2016","2016","KS","Kansas","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","16.5","","","~","","","38.3477403","-98.200781227","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","20","","","",""
"77486","2016","2016","2016","KY","Kentucky","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","15.7","","","~","","","37.645970271","-84.774971048","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","21","","","",""
"77501","2016","2016","2016","LA","Louisiana","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","22.4","","","~","","","31.312660644","-92.445680071","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","22","","","",""
"77546","2016","2016","2016","ME","Maine","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","9.0","","","~","","","45.254228894001","-68.985031336","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","23","","","",""
"77531","2016","2016","2016","MD","Maryland","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","16.5","","","~","","","39.290580964","-76.609260111","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","24","","","",""
"77516","2016","2016","2016","MA","Massachusetts","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","6.3","","","~","","","42.27687047","-72.082690675","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","25","","","",""
"77561","2016","2016","2016","MI","Michigan","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","22.4","","","~","","","44.661319543001","-84.71439027","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","26","","","",""
"77576","2016","2016","2016","MN","Minnesota","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","19.3","","","~","","","46.355648736","-94.794200503","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","27","","","",""
"77606","2016","2016","2016","MS","Mississippi","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","14.5","","","~","","","32.745510099","-89.538030825","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","28","","","",""
"77591","2016","2016","2016","MO","Missouri","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","23.1","","","~","","","38.635790776","-92.566300053","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","29","","","",""
"77621","2016","2016","2016","MT","Montana","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","30.8","","","~","","","47.066528972","-109.424420645","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","30","","","",""
"77666","2016","2016","2016","NE","Nebraska","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","22.7","","","~","","","41.641040988001","-99.365720623","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","31","","","",""
"77726","2016","2016","2016","NV","Nevada","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","14.7","","","~","","","39.49324039","-117.071840564","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","32","","","",""
"77681","2016","2016","2016","NH","New Hampshire","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","9.3","","","~","","","43.655950113","-71.50036092","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","33","","","",""
"77696","2016","2016","2016","NJ","New Jersey","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","15.0","","","~","","","40.130570048","-74.273691288","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","34","","","",""
"77711","2016","2016","2016","NM","New Mexico","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","8.2","","","~","","","34.520880952","-106.240580985","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","35","","","",""
"77741","2016","2016","2016","NY","New York","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","13.6","","","~","","","42.827001032","-75.543970427","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","36","","","",""
"77636","2016","2016","2016","NC","North Carolina","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","17.3","","","~","","","35.466220975","-79.159250463","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","37","","","",""
"77651","2016","2016","2016","ND","North Dakota","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","21.4","","","~","","","47.475319779","-100.118421049","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","38","","","",""
"77756","2016","2016","2016","OH","Ohio","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","19.0","","","~","","","40.060210141","-82.404260056","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","39","","","",""
"77771","2016","2016","2016","OK","Oklahoma","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","23.5","","","~","","","35.472031356","-97.521070214","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","40","","","",""
"77786","2016","2016","2016","OR","Oregon","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","17.7","","","~","","","44.567449424","-120.155031326","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","41","","","",""
"77801","2016","2016","2016","PA","Pennsylvania","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","14.8","","","~","","","40.793730152","-77.860700294","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","42","","","",""
"77823","2016","2016","2016","RI","Rhode Island","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","8.6","","","~","","","41.708280193","-71.522470314","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","44","","","",""
"77838","2016","2016","2016","SC","South Carolina","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","22.0","","","~","","","33.998821303","-81.045371207","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","45","","","",""
"77853","2016","2016","2016","SD","South Dakota","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","18.8","","","~","","","44.353130053","-100.373530637","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","46","","","",""
"77868","2016","2016","2016","TN","Tennessee","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","25.3","","","~","","","35.68094058","-85.774490914","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","47","","","",""
"77883","2016","2016","2016","TX","Texas","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","17.1","","","~","","","31.827240407","-99.426770206","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","48","","","",""
"77910","2016","2016","2016","UT","Utah","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","28.9","","","~","","","39.360700171","-111.587130635","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","49","","","",""
"77940","2016","2016","2016","VT","Vermont","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","8.5","","","~","","","43.625381239","-72.517640791","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","50","","","",""
"77925","2016","2016","2016","VA","Virginia","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","32.2","","","~","","","37.542680674","-78.457890463","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","51","","","",""
"77955","2016","2016","2016","WA","Washington","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","24.3","","","~","","","47.522278629","-120.47001079","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","53","","","",""
"77985","2016","2016","2016","WV","West Virginia","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","2.9","","","~","","","38.665510202","-80.712640135","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","54","","","",""
"77970","2016","2016","2016","WI","Wisconsin","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","16.8","","","~","","","44.393191174","-89.816370742","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","55","","","",""
"78000","2016","2016","2016","WY","Wyoming","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","12.6","","","~","","","43.235541343","-108.109830353","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","56","","","",""
"77385","2016","2016","2016","GU","Guam","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","0.0","","","~","","","13.444304","144.793731","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","66","","","",""
"77809","2016","2016","2016","PR","Puerto Rico","SHP","Sugar Drinks","Sugar Drinks - Environmental or Policy Supports","Percent of secondary schools that allowed students to purchase soda pop or fruit drinks from one or more vending machines or at the school store, canteen, or snack bar †","","","VALUE","Value","37.2","","","~","","","18.220833","-66.590149","SD","SD2","Q062","","Total","OVR","Total","OVERALL","","","","","","","","","72","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","†","†Data were derived from CDC's School Health Profiles (Profiles). This indicator used one question from the Profiles Principal Questionnaire. Schools where the principal answered, ""Yes"" to the question, ""Can students purchase each of the following snack foods or beverages from vending machines or at the school store, canteen, or snack bar: Soda pop or fruit drinks that are not 100% juice?"" were classified as allowing students to purchase soda pop or fruit drinks.","","Footnote"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","School Health Profiles (Profiles)","https://www.cdc.gov/healthyyouth/data/profiles/overview.htm","Data Source"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Centers for Disease Control and Prevention. National Center for Chronic Disease Prevention and Health Promotion, Division of Nutrition, Physical Activity, and Obesity. Data, Trend and Maps [online].","/nccdphp/dnpao/data-trends-maps/index.html","Suggested Citation"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Breastfeeding","/breastfeeding/index.htm","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Division of Nutrition, Physical Activity, and Obesity","/nccdphp/dnpao/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Physical Activity","/physicalactivity/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chronic Disease Prevention and Health Promotion","/chronicdisease/index.htm","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Overweight and Obesity","/obesity/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","State and Local Programs","/nccdphp/dnpao/state-local-programs/index.html","Related Links"
