"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","LocationDisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"48896","2017","2017","2017","IL","Illinois","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","21.3","","","19.8","22.8","5,147","40.485010283","-88.997710178","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","17","","","",""
"55543","2017","2017","2017","IN","Indiana","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","19.2","","","18.2","20.2","12,442","39.766910452","-86.149960194","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","18","","","",""
"44467","2017","2017","2017","IA","Iowa","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","19.3","","","18.2","20.4","6,972","42.469400913","-93.816490556","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","19","","","",""
"51371","2017","2017","2017","KS","Kansas","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","17.3","","","16.6","18.0","19,032","38.3477403","-98.200781227","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","20","","","",""
"55006","2017","2017","2017","KY","Kentucky","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","17.0","","","15.7","18.5","7,719","37.645970271","-84.774971048","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","21","","","",""
"55133","2017","2017","2017","LA","Louisiana","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","23.9","","","22.1","25.7","4,128","31.312660644","-92.445680071","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","22","","","",""
"44604","2017","2017","2017","ME","Maine","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","12.4","","","11.3","13.7","8,968","45.254228894001","-68.985031336","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","23","","","",""
"47477","2017","2017","2017","MD","Maryland","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","18.3","","","17.1","19.6","11,938","39.290580964","-76.609260111","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","24","","","",""
"50593","2017","2017","2017","MA","Massachusetts","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","16.7","","","15.1","18.4","6,156","42.27687047","-72.082690675","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","25","","","",""
"44138","2017","2017","2017","MI","Michigan","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","18.5","","","17.5","19.5","10,039","44.661319543001","-84.71439027","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","26","","","",""
"47759","2017","2017","2017","MN","Minnesota","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","18.0","","","17.2","18.9","15,286","46.355648736","-94.794200503","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","27","","","",""
"51047","2017","2017","2017","MS","Mississippi","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","21.4","","","19.6","23.2","4,454","32.745510099","-89.538030825","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","28","","","",""
"48534","2017","2017","2017","MO","Missouri","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","16.9","","","15.7","18.2","6,956","38.635790776","-92.566300053","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","29","","","",""
"50016","2017","2017","2017","MT","Montana","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","15.1","","","13.7","16.5","5,500","47.066528972","-109.424420645","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","30","","","",""
"51357","2017","2017","2017","NE","Nebraska","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","20.0","","","18.9","21.1","14,023","41.641040988001","-99.365720623","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","31","","","",""
"48885","2017","2017","2017","NV","Nevada","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","22.1","","","19.9","24.4","3,467","39.49324039","-117.071840564","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","32","","","",""
"52437","2017","2017","2017","NH","New Hampshire","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","13.7","","","12.2","15.3","5,072","43.655950113","-71.50036092","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","33","","","",""
"56353","2017","2017","2017","NJ","New Jersey","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","19.1","","","17.8","20.4","10,452","40.130570048","-74.273691288","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","34","","","",""
"45513","2017","2017","2017","NM","New Mexico","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","20.5","","","19.0","22.0","5,818","34.520880952","-106.240580985","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","35","","","",""
"54321","2017","2017","2017","NY","New York","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","20.3","","","19.2","21.4","10,693","42.827001032","-75.543970427","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","36","","","",""
"49700","2017","2017","2017","NC","North Carolina","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","15.6","","","14.2","17.2","4,380","35.466220975","-79.159250463","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","37","","","",""
"48278","2017","2017","2017","ND","North Dakota","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","19.8","","","18.4","21.2","6,448","47.475319779","-100.118421049","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","38","","","",""
"56141","2017","2017","2017","OH","Ohio","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","18.7","","","17.5","19.8","11,105","40.060210141","-82.404260056","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","39","","","",""
"56671","2017","2017","2017","OK","Oklahoma","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","17.1","","","15.8","18.5","5,703","35.472031356","-97.521070214","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","40","","","",""
"50359","2017","2017","2017","OR","Oregon","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","16.4","","","15.2","17.8","4,753","44.567449424","-120.155031326","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","41","","","",""
"54018","2017","2017","2017","PA","Pennsylvania","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","16.4","","","15.1","17.7","6,019","40.793730152","-77.860700294","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","42","","","",""
"52646","2017","2017","2017","RI","Rhode Island","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","17.9","","","16.3","19.6","4,923","41.708280193","-71.522470314","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","44","","","",""
"49345","2017","2017","2017","SC","South Carolina","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","18.0","","","17.0","19.2","10,076","33.998821303","-81.045371207","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","45","","","",""
"48241","2017","2017","2017","SD","South Dakota","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","16.9","","","15.2","18.7","6,458","44.353130053","-100.373530637","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","46","","","",""
"44915","2017","2017","2017","TN","Tennessee","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","15.8","","","14.4","17.3","5,046","35.68094058","-85.774490914","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","47","","","",""
"53240","2017","2017","2017","TX","Texas","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","21.9","","","20.3","23.7","10,817","31.827240407","-99.426770206","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","48","","","",""
"49575","2017","2017","2017","UT","Utah","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","17.3","","","16.3","18.4","9,396","39.360700171","-111.587130635","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","49","","","",""
"56683","2017","2017","2017","VT","Vermont","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","12.9","","","11.6","14.2","5,753","43.625381239","-72.517640791","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","50","","","",""
"49734","2017","2017","2017","VA","Virginia","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","15.8","","","14.7","17.0","8,727","37.542680674","-78.457890463","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","51","","","",""
"52065","2017","2017","2017","WA","Washington","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","16.8","","","15.9","17.7","11,926","47.522278629","-120.47001079","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","53","","","",""
"55646","2017","2017","2017","WV","West Virginia","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","18.3","","","17.0","19.7","5,068","38.665510202","-80.712640135","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","54","","","",""
"46711","2017","2017","2017","WI","Wisconsin","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","19.0","","","17.5","20.6","5,252","44.393191174","-89.816370742","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","55","","","",""
"57434","2017","2017","2017","WY","Wyoming","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","15.3","","","13.9","16.8","4,163","43.235541343","-108.109830353","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","56","","","",""
"52806","2017","2017","2017","GU","Guam","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","26.7","","","23.8","29.9","1,373","13.444304","144.793731","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","66","","","",""
"46131","2017","2017","2017","PR","Puerto Rico","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","46.0","","","44.0","48.0","4,196","18.220833","-66.590149","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","72","","","",""
"58526","2017","2017","2017","VI","Virgin Islands","BRFSS","Fruits and Vegetables","Fruits and Vegetables - Behavior","Percent of adults who report consuming vegetables less than one time daily †","","","VALUE","Value","~","~","Data not available because sample size is insufficient.","~","","~","18.335765","-64.896335","FV","FV1","Q019","","Total","OVR","Total","OVERALL","","","","","","","","","78","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","~","Data not available because sample size is insufficient.","","Footnote"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","†","Adults aged =18 years. Respondents were asked to report via telephone survey how many times per day, week or month they consumed the following fruits and vegetables: 1) 100% pure fruit juices; 2) fruit; 3) green salad; 4) fried potatoes; 5) other potatoes; and 6) other vegetables. Total daily fruit consumption was calculated based on responses to questions 1 and 2, and total daily vegetable consumption was based on questions 3-6.","","Footnote"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Behavioral Risk Factor Surveillance System (BRFSS) - http://www.cdc.gov/brfss/","https://www.cdc.gov/brfss/","Data Source"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Centers for Disease Control and Prevention. National Center for Chronic Disease Prevention and Health Promotion, Division of Nutrition, Physical Activity, and Obesity. Data, Trend and Maps [online].","/nccdphp/dnpao/data-trends-maps/index.html","Suggested Citation"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Breastfeeding","/breastfeeding/index.htm","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Division of Nutrition, Physical Activity, and Obesity","/nccdphp/dnpao/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Physical Activity","/physicalactivity/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chronic Disease Prevention and Health Promotion","/chronicdisease/index.htm","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Overweight and Obesity","/obesity/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","State and Local Programs","/nccdphp/dnpao/state-local-programs/index.html","Related Links"
